preschool,address,city,state,zip,provider_type,license_number,license_status_in_cdss_2025_export,licensed_capacity,phone,license_first_date,elfa_network_member,preschool_screening_rating,rating_basis,rating_limitations,address_source,cdss_facility_detail_url,cdss_dataset_url,elfa_directory_url,cdss_export_data_date,elfa_directory_access_date,latitude,longitude,geocode_matched_address,geocode_match_method,geocode_source,geocode_data_as_of
SFUSD - Raphael Weill,1501 O'Farrell St,San Francisco,CA,94115,DAY CARE CENTER,380504384,LICENSED,60,(415) 749-3551,1/30/1994,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380504384,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7830089,-122.4295043,1501 OFARRELL ST,DataSF normalized street match,DataSF Enterprise Addressing System,2026-09-21
SFUSD - San Miguel,300 Seneca Ave,San Francisco,CA,94112,DAY CARE CENTER,380504406,LICENSED,102,(415) 469-4756,6/17/1983,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380504406,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7217162,-122.4449034,300 SENECA AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
SFUSD - SF Public Montessori School,2340 Jackson St,San Francisco,CA,94115,DAY CARE CENTER,384002088,LICENSED,88,(415) 749-3544,9/17/2010,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002088,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7928667,-122.4335992,2340 JACKSON ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
SFUSD - Sheridan,431 Capitol Ave,San Francisco,CA,94122,DAY CARE CENTER,384001488,LICENSED,56,(415) 469-4743,1/23/2006,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001488,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7143141,-122.4593652,431 CAPITOL AVE,Exact DataSF address; source ZIP differs,DataSF Enterprise Addressing System,2026-09-21
SFUSD - Tenderloin,627 Turk St,San Francisco,CA,94102,DAY CARE CENTER,384000892,LICENSED,54,(415) 614-3000,1/19/2001,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384000892,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.781813,-122.4197444,627 TURK ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
SFUSD - Theresa S. Mahler,990 Church St,San Francisco,CA,94114,DAY CARE CENTER,380506367,LICENSED,80,(415) 695-5871,3/24/1994,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380506367,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.755275,-122.4280267,990 CHURCH ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
SFUSD - Tule Elk Park,2110 Greenwich St,San Francisco,CA,94123,DAY CARE CENTER,384004405,LICENSED,96,(415) 695-5871,11/19/2021,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004405,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7993432,-122.4348625,2110 GREENWICH ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
SFUSD - Zaida T. Rodriguez,2950 Mission Street,San Francisco,CA,94110,DAY CARE CENTER,380504354,LICENSED,60,(415) 695-5844,7/20/1982,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380504354,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7498192,-122.4185569,2950 MISSION ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
"Slippery Fish Initiative, Inc.",999 Brotherhood Way,San Francisco,CA,94132,DAY CARE CENTER,384002203,LICENSED,40,(415) 672-2982,12/5/2011,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002203,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7137372,-122.4817726,999 BROTHERHOOD WAY,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Soma Daycare & Preschool,473 Bryant St,San Francisco,CA,94107,DAY CARE CENTER,384004498,LICENSED,30,(415) 418-4834,10/28/2021,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004498,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7816665,-122.3949999,473 BRYANT ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
South Of Market Child Care Center - Transbay,220 Beale St,San Francisco,CA,94105,DAY CARE CENTER,384004171,LICENSED,60,(415) 820-3502,10/24/2019,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004171,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7891891,-122.3936099,220 BEALE ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
South Of Market Child Care Center - Yerba Buena Gardens Child Development Center,790 Folsom St,San Francisco,CA,94107,DAY CARE CENTER,384000406,LICENSED,96,(415) 820-3502,6/24/1998,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384000406,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7835134,-122.4008134,790 FOLSOM ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
St. James Episcopal Church Nursery School,4620 California St,San Francisco,CA,94118,DAY CARE CENTER,380500619,LICENSED,45,415-752-8258 x3,8/5/1975,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380500619,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7849392,-122.4672014,4620 CALIFORNIA ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Storybook School,2149 Taraval St,San Francisco,CA,94129,DAY CARE CENTER,384002844,LICENSED,40,(415) 699-5180,10/19/2017,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002844,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7421985,-122.4894249,2149 TARAVAL ST,Exact DataSF address; source ZIP differs,DataSF Enterprise Addressing System,2026-09-21
Sunny Infant and Preschool Center - Balboa,3300 Balboa Street,San Francisco,CA,94121,DAY CARE CENTER,384004105,LICENSED,23,(415) 806-2618,11/5/2019,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004105,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7759837,-122.4942908,3300 BALBOA ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sunshine Adventures,4837 Geary Blvd,San Francisco,CA,94118,DAY CARE CENTER,384004025,LICENSED,30,(415) 699-5180,4/19/2019,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004025,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7803927,-122.4713045,4837 GEARY BLVD,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sunshine Adventures Nob Hill,1439 Pacific Ave,San Francisco,CA,94109,DAY CARE CENTER,384004534,LICENSED,24,(415) 699-5820,2/16/2022,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004534,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7952169,-122.4188913,1439 PACIFIC AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sunshine Preschool Center,650 Andover St,San Francisco,CA,94110,DAY CARE CENTER,384003012,LICENSED,30,(415) 872-9417,8/22/2018,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384003012,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7355022,-122.417046,650 ANDOVER ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
